Key,Item Type,Publication Year,Author,Title,SourceID,ConferenceID,Publication Title,ISBN,ISSN,DOI,Url,Publication Source,ISIC Section,ISIC Division,ISIC Group,ISIC Class,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Conference Name,SS1,SS2,SS3,SS4,SS5,SS6,SS7,SS8,SS9,SS10,SR1,SR2,SR3,SR4,SR5,SR6,SR7,SR8,SR9,SR10,SR11,SR12,SR13,SR14,SR15,SR16,SSTOTAL,SRTOTAL,SAFETY CHECK SS2,SAFETY CHECK SS4,SAFETY CHECK SS8,SAFETY CHECK SR8,SAFETY CHECK SR10,SAFETY CHECK SR12,SAFETY CHECK SR15,Column1,Column2
4YXMXQ7I,conferencePaper,2020,"Zhao, P.; Zhao, Z.; Chen, Y.",An improved combination modeling method for free lime content in cement clinker,,,,,,10.1109/CAC51589.2020.9327231,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100942314&doi=10.1109%2fCAC51589.2020.9327231&partnerID=40&md5=7044467475b4a8a4783045bfb8d84fe9,Conference,C,23,239,2394,,2020,5/5/2022 17:53,5/15/2022 17:25,,4400-4405,,,,,,,,,,,,,,,,Scopus,,,,,,,,included,,,"Proceedings - 2020 Chinese Automation Congress, CAC 2020",YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,N/A,NO,0.625,0.533333333,OK,OK,OK,OK,OK,OK,OK,,
I8N48LY5,journalArticle,2020,"Xin-gang, Z.; Ze-qi, Z.; Yi-min, X.; Jin, M.",Economic-environmental dispatch of microgrid based on improved quantum particle swarm optimization,29348,,Energy,,,10.1016/j.energy.2020.117014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078789574&doi=10.1016%2fj.energy.2020.117014&partnerID=40&md5=8060c3690d7bd4cb763e0d66c59625b7,Journal,D,35,351,3510,,2020,5/5/2022 17:53,5/15/2022 18:50,,,,,195,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\QM2N4ZZ3\Xin-gang et al. - 2020 - Economic-environmental dispatch of microgrid based.pdf,,included,Quantum particle swarm optimization; Microgrid; Differential evolution; Economic-environmental dispatch; Emission reduction,,,YES,YES,YES,N/A,N/A,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.875,0.8,OK,OK,OK,OK,OK,OK,OK,,
HQ7VSJND,journalArticle,2017,"Xi, M.; Lu, D.; Gui, D.; Qi, Z.; Zhang, G.",Calibration of an agricultural-hydrological model (RZWQM2) using surrogate global optimization,50089,,Journal of Hydrology,,,10.1016/j.jhydrol.2016.11.051,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003905051&doi=10.1016%2fj.jhydrol.2016.11.051&partnerID=40&md5=bd62b4050ca5ad03253810eb41feb5ee,Journal,A,01,016,0161,,2017,5/5/2022 17:53,5/16/2022 20:37,,456-466,,,544,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,N/A,YES,0.75,0.8,OK,OK,OK,OK,OK,OK,OK,,
X4GCU9DK,journalArticle,2016,"Huang, M.-L.",Hybridization of Chaotic Quantum Particle Swarm Optimization with SVR in Electric Demand Forecasting,62932,,Energies,,,10.3390/en9060426,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990820196&doi=10.3390%2fen9060426&partnerID=40&md5=d9a7e5700f86d2839c9ad4ad9c87c225,Journal,D,35,351,3510,,2016,5/5/2022 17:53,5/16/2022 21:22,,,,6,9,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.875,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
HG5IR4M9,journalArticle,2016,"Lihao, Y.; Youjun, W.; Congmin, Z.",Study on fuzzy energy management strategy of parallel hybrid vehicle based on quantum PSO algorithm,,,International Journal of Multimedia and Ubiquitous Engineering,,,10.14257/ijmue.2016.11.5.14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971003309&doi=10.14257%2fijmue.2016.11.5.14&partnerID=40&md5=79d4442f01930abbc4e41b0bdd4ec8bf,Journal,C,26,261,2610,,2016,5/5/2022 17:53,5/16/2022 21:18,,147-158,,5,11,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,NO,N/A,NO,0.444444444,0.533333333,OK,OK,OK,OK,OK,OK,OK,,
IPDERZJN,journalArticle,2016,"Wu, Wei; Liu, Min; Liu, Qing; Shen, Weiming",A quantum multi-agent based neural network model for failure prediction,4700152484,,Journal of Systems Science and Systems Engineering,,1861-9576,10.1007/s11518-016-5308-2,https://doi.org/10.1007/s11518-016-5308-2,Journal,C,33,331,3312,"An effective prognostic program is crucial to the predictive maintenance of complex equipment since it can improve productivity, prolong equipment life, and enhance system safety. This paper proposes a novel technique for accurate failure prognosis based on back propagation neural network and quantum multi-agent algorithm. Inspired by the extensive research of quantum computing theory and multi-agent systems, the technique employs a quantum multi-agent strategy, with the main characteristics of quantum agent representation and several operations including fitness evaluation, cooperation, crossover and mutation, for parameters optimization of neural network to avoid the deficiencies such as slow convergence and liability of getting stuck to local minima. To validate the feasibility of the proposed approach, several numerical approximation experiments were firstly designed, after which real vibrational data of bearings from the Laboratory of Cincinnati University were analyzed and used to assess the health condition for a given future point. The results were rather encouraging and indicated that the presented forecasting method has the potential to be utilized as an estimation tool for failure prediction in industrial machinery.",2016-06-01,5/5/2022 18:26,5/16/2022 21:07,5/5/2022 18:26,210-228,,2,25,,J. Syst. Sci. Syst. Eng.,,,,,,,,en,,,,,Springer Link,,,,C:\Users\cfpgo\Zotero\storage\9A2RUBRH\Wu et al. - 2016 - A quantum multi-agent based neural network model f.pdf,,included,Failure prediction; back propagation neural network; complex equipment; quantum-inspired multi-agent algorithm,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.75,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
BCJP5SGH,journalArticle,2020,"Liu, L.; Wu, H.; Wang, J.; Yang, T.",Research on the evaluation of the resilience of subway station projects to waterlogging disasters based on the projection pursuit model,5200152802,,Mathematical Biosciences and Engineering,,,10.3934/MBE.2020374,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096472468&doi=10.3934%2fMBE.2020374&partnerID=40&md5=ffa8ed3895d246fad1e48e3145d67545,Journal,M,71,711,7110,,2020,5/11/2022 16:08,5/15/2022 20:16,,7302-7331,,6,17,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\M929PZDX\Liu et al. - 2020 - Research on the evaluation of the resilience of su.pdf,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,NO,N/A,YES,0.75,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
FJFE4LRT,journalArticle,2020,"Ohzeki, M.",Breaking limitation of quantum annealer in solving optimization problems under constraints,21100200805,,Scientific Reports,,,10.1038/s41598-020-60022-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079818902&doi=10.1038%2fs41598-020-60022-5&partnerID=40&md5=addcb8f213ecdc2de22cd15a8111cf41,Journal,H,52,522,5229,,2020,5/11/2022 15:25,5/15/2022 20:10,,,,1,10,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,N/A,NO,0.75,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
T9FYLXG4,journalArticle,2020,"Robert, L.R.; Singh, L.R.S.R.",Economic emission dispatch of hydrothermal-wind using CMQLSPSN technique,5600152809,,IET Renewable Power Generation,,,10.1049/iet-rpg.2019.1232,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094884136&doi=10.1049%2fiet-rpg.2019.1232&partnerID=40&md5=aeebb32478dee9f96dfdd72f00f316d2,Journal,D,35,351,3510,,2020,5/11/2022 15:03,5/15/2022 20:06,,2680-2692,,14,14,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.444444444,0.533333333,OK,OK,OK,OK,OK,OK,OK,,
8TB99C2D,journalArticle,2020,"Su, P.; Feng, W.; Kun, Y.; Junfeng, Z.",Optimal control of rapid cooperative spacecraft rendezvous with multiple specific-direction thrusts,29080,,"Proceedings of the Institution of Mechanical Engineers, Part G: Journal of Aerospace Engineering",,,10.1177/0954410020926768,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085697574&doi=10.1177%2f0954410020926768&partnerID=40&md5=135256d0eba1d787435613bcf86b5c02,Journal,H,52,522,5229,,2020,5/11/2022 16:08,5/15/2022 20:02,,2296-2322,,16,234,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\2I99C6TT\Su et al. - 2020 - Optimal control of rapid cooperative spacecraft re.pdf,,included,hybrid method; intelligent algorithm; Multiple specific-direction thrusts; optimal control; rapid cooperative rendezvous,,,YES,YES,NO,YES,N/A,NO,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,N/A,NO,0.555555556,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
RA8PHU94,journalArticle,2020,"Wang, N.; Guo, G.; Wang, B.; Wang, C.",Traffic Clustering Algorithm of Urban Data Brain Based on a Hybrid-Augmented Architecture of Quantum Annealing and Brain-Inspired Cognitive Computing,25522,,Tsinghua Science and Technology,,,10.26599/TST.2020.9010007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085257512&doi=10.26599%2fTST.2020.9010007&partnerID=40&md5=d64f4a3ae945ce35f21f00fed2b8a584,Journal,O,84,841,8413,,2020,5/11/2022 15:25,5/15/2022 19:58,,813-825,,6,25,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,N/A,NO,0.75,0.6,OK,OK,OK,OK,OK,OK,OK,,
5LY5Q8VP,journalArticle,2022,"Lakshmi, K.; Nagineni, S.; Lydia, E.L.; Devaraj, A.F.S.; Mohanty, S.N.; Pustokhina, I.V.; Pustokhin, D.A.",An Optimal Deep Learning for Cooperative Intelligent Transportation System,24364,,"Computers, Materials and Continua",,,10.32604/cmc.2022.020244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125716670&doi=10.32604%2fcmc.2022.020244&partnerID=40&md5=91cfdb5dac196e05ee392cae2bd97050,Journal,H,52,522,5229,,2022,5/11/2022 16:29,5/12/2022 23:24,,19-35,,1,72,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,N/A,N/A,NO,YES,NO,NO,YES,NO,YES,YES,NO,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,N/A,NO,0.5,0.533333333,OK,OK,OK,OK,OK,OK,OK,,
VC8AN3LH,journalArticle,2022,"Si, Yupeng; Wang, Rongjie; Zhang, Shiqi; Zhou, Wenting; Lin, Anhui; Zeng, Guangmiao",Configuration optimization and energy management of hybrid energy system for marine using quantum computing,29348,,Energy,,,10.1016/j.energy.2022.124131,https://app.dimensions.ai/details/publication/pub.1147472544,Journal,C,27,271,2710,"Improving the technology of hybrid energy systems is an important development direction for the greening of ships, it is vital to the hybrid energy system configuration optimization and energy management to enhance the marine electric power system reliability, economic efficiency, and sustainability. Focusing on this problem, this paper has carried out a study on the multi-objective configuration optimization method (COM) and energy management strategy (EMS) for ship hybrid energy systems based on quantum computing. First, the mathematical model of distributed power modules of the hybrid energy system is established, and a configuration optimization objective function that aims at low-cost, long equipment life, and high reliability of power supply is constructed. Then, the combination with fuzzy rules and quantum multi-objective artificial bee colony algorithm to solve the objective function, the configuration scheme satisfying multiple constraints is obtained. On this basis, an energy management optimization objective function that meets both low-cost operation and maximum clean energy utilization for ship electric power system is established, an objective function is optimized in multi-objective quantum particle swarm optimization (QPSO) algorithm, the real-time optimal scheduling for hybrid energy systems of the ship is realized. Experiments on actual navigation data verify the feasibility of the multi-objective configuration optimization method using the quantum artificial bee colony (QABC) algorithm. Furthermore, energy management experiments using different strategies, experimental results show that the energy management strategy proposed in this paper outperforms other methods, effectively reduces the operating costs, fuel costs, and pollutant emissions of marine power system, meet the environmental requirements of the Energy Efficiency Operating Index (EEOI) for ships.",2022,5/11/2022 15:23,5/12/2022 23:07,,124131,,,,,,,,,,,,,,,,,,,,,,C:\Users\cfpgo\Zotero\storage\Y4Z27BYU\Si et al. - 2022 - Configuration optimization and energy management o.pdf,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.75,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
L3XSL988,journalArticle,2022,"Silva, A.; Zabaleta, O.G.; Arizmendi, C.M.",Mitigation of Routing Congestion on Data Networks: A Quantum Game Theory Approach,21101043793,,Quantum Reports,,,10.3390/quantum4020010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127932184&doi=10.3390%2fquantum4020010&partnerID=40&md5=27a0e76b8399f617b7c3d982caceeec0,Journal,H,50,501,5012,,2022,5/11/2022 15:25,5/12/2022 23:07,,135-147,,2,4,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,NO,N/A,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,NO,N/A,NO,0.555555556,0.533333333,OK,OK,OK,OK,OK,OK,OK,,
2R7SJU7Q,bookSection,2021,"Phillipson, F.; Chiscop, I.",Multimodal Container Planning: A QUBO Formulation and Implementation on a Quantum Annealer,,952,Computational Science – ICCS 2021,,,,https://app.dimensions.ai/details/publication/pub.1138731251,Conference,H,52,522,5229,"Quantum computing is developing fast. Real world applications are within reach in the coming years. One of the most promising areas is combinatorial optimisation, where the Quadratic Unconstrained Binary Optimisation (QUBO) problem formulation is used to get good approximate solutions. Both the universal quantum computer as well as the quantum annealer can handle this kind of problems well. In this paper, we present an application on multimodal container planning. We show how to map this problem to a QUBO problem formulation and how the practical implementation can be done on the quantum annealer produced by D-Wave Systems.",2021,5/11/2022 15:39,5/13/2022 22:26,,30-44,,,,,,,,,,,,,,,,,,,,DOI: 10.1007/978-3-030-77980-1_3,,C:\Users\cfpgo\Zotero\storage\RW28EHMZ\Phillipson and Chiscop - 2021 - Multimodal Container Planning A QUBO Formulation .pdf,,included,,,,YES,NO,NO,YES,N/A,NO,YES,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.444444444,0.6,OK,OK,OK,OK,OK,OK,OK,,
AG8T9SYN,journalArticle,2021,"Ren, F.; Feng, W.",Homotopy-SQP coupled method for optimal control of far-distance nonplanar rapid cooperative rendezvous with multiple specific-direction thrusts,12375,,Advances in Space Research,,,10.1016/j.asr.2021.06.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108534059&doi=10.1016%2fj.asr.2021.06.019&partnerID=40&md5=d0f1f164de3e477f78bbf3106d628f2c,Journal,H,52,522,5229,,2021,5/11/2022 16:08,5/13/2022 22:17,,3176-3190,,8,68,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\AMEIJWDS\Ren and Feng - 2021 - Homotopy-SQP coupled method for optimal control of.pdf; C:\Users\cfpgo\Zotero\storage\F9QSFPRB\S0273117721004890.html,,included,Optimal control; Cooperative rendezvous; Multiple specific-direction thrusts; Indirect method; Intelligent algorithm,,,YES,YES,NO,YES,N/A,NO,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.555555556,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
KPLNY54V,journalArticle,2021,"Ren, Fei",Optimization for Far-distance Cooperative Rendezvous with Multiple Direction-fixed Thrusts,130053,,Journal of Physics: Conference Series,,,10.1088/1742-6596/2068/1/012021,https://app.dimensions.ai/details/publication/pub.1142466149,Journal,H,52,522,5229,"The continuous-thrust far-distance cooperative rendezvous problem between two spacecraft is investigated. The indirect optimization method, based on Pontryagin’s maximum principle (PMP), is applied to optimize fuel consumption. To overcome the difficulty in nonsmooth integration caused by the bang-bang control, the homotopy method is adopted to solve the fuel-optimal problem from a related energy-optimal problem. The quantum-behaved particle swarm optimization (QPSO) algorithm is used to obtain the energy-optimal solutions. The energy-optimal solutions are used as the initial values for the homotopic procedure to obtain the fuel-optimal solutions and optimal bang-bang control law. A hybrid algorithm combined homotopy method and sequential quadratic programming (SQP) algorithm is proposed. This hybrid algorithm can effectively obtain feasible optimal solutions even though the indirect optimization method exhibits a narrow convergence domain. Simulations of high-thrust and low-thrust rendezvous problems are provided and the proposed hybrid algorithm is verified. Moreover, the necessity of radial thrust is investigated.",2021,5/11/2022 16:09,5/13/2022 22:16,,012021,,1,2068,,,,,,,,,,,,,,,,,,,C:\Users\cfpgo\Zotero\storage\H3JADM5B\Ren - 2021 - Optimization for Far-distance Cooperative Rendezvo.pdf,,included,,,,NO,N/A,NO,YES,N/A,NO,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,YES,N/A,YES,YES,YES,YES,YES,NO,N/A,NO,0.25,0.714285714,OK,OK,OK,OK,OK,OK,OK,,
ZCTBZQ2C,journalArticle,2021,"Rugema, François Xavier; Yan, Gangui; Mugemanyi, Sylvere; Jia, Qi; Zhang, Shanfeng; Bananeza, Christophe",A Cauchy-Gaussian Quantum-Behaved Bat Algorithm Applied to Solve the Economic Load Dispatch Problem,21100374601,,IEEE Access,,,10.1109/access.2020.3034730,https://app.dimensions.ai/details/publication/pub.1132301022,Journal,D,35,351,3510,"In this paper, a novel Cauchy-Gaussian quantum-behaved bat algorithm (CGQBA) is applied to solve the economic load dispatch (ELD) problem. The bat algorithm (BA) is an acknowledged metaheuristic optimization algorithm owing to its performance. However, the classical BA presents some weaknesses, such as premature convergence. To withstand the drawbacks of the BA, quantum mechanics theories and Gaussian and Cauchy operators are integrated into the standard BA to enhance its effectiveness. Since the economic load dispatch is a nonlinear, complex and constrained optimization problem, its main objective is to reduce the total generation cost while matching the equality and inequality constraints of the system. The validity of the CGQBA is tested on six standard benchmark functions with different characteristics. The numerical results indicate that the CGQBA is effective and superior to many other algorithms. Moreover, the CGQBA is applied to solve the ELD problems on various test systems including 3,6,20, 40,110 and 160 implemented generating units. The simulation results illustrate the strength of the CGQBA compared with other algorithms recently reported in the literature.",2021,5/11/2022 14:23,5/13/2022 22:09,,3207-3228,,,9,,,,,,,,,,,,,,,,,,,,,included,,,,YES,YES,NO,YES,N/A,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.777777778,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
7JNJSF6F,journalArticle,2021,"Ding, Yongcheng; Chen, Xi; Lamata, Lucas; Solano, Enrique; Sanz, Mikel",Implementation of a Hybrid Classical-Quantum Annealing Algorithm for Logistic Network Design,,,SN Computer Science,,,10.1007/s42979-021-00466-2,https://app.dimensions.ai/details/publication/pub.1135072547,Journal,H,52,522,5229,"The logistic network design is an abstract optimization problem that, under the assumption of minimal cost, seeks the optimal configuration of the supply chain’s infrastructures and facilities based on customer demand. Key economic decisions are taken about the location, number, and size of manufacturing facilities and warehouses based on the optimal solution. Therefore, improvements in the methods to address this question, which is known to be in the NP-hard complexity class, would have relevant financial consequences. Here, we implement in the D-Wave quantum annealer a hybrid classical-quantum annealing algorithm. The cost function with constraints is translated to a spin Hamiltonian, whose ground state encodes the searched result. As a benchmark, we measure the accuracy of results for a set of paradigmatic problems against the optimal published solutions (the error is on average below 1%\documentclass[12pt]minimal \usepackageamsmath \usepackagewasysym \usepackageamsfonts \usepackageamssymb \usepackageamsbsy \usepackagemathrsfs \usepackageupgreek \setlengthøddsidemargin-69pt \begindocument$$1%$$\enddocument), and the performance is compared against the classical algorithm, showing a remarkable reduction in the number of iterations. This work shows that state-of-the-art quantum annealers may codify and solve relevant supply-chain problems even still far from useful quantum supremacy.",2021,5/11/2022 15:39,5/13/2022 22:05,,68,,2,2,,,,,,,,,,,,,,,,,,,,,included,,,,YES,YES,NO,YES,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.666666667,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
6ZTAZZTA,conferencePaper,2021,"Soyinka Olukunle, K.; Nwanze, Nzekwu; Akoma Henry, E. C. A.",Time Dependent Fuel Optimal Satellite Formation Reconfiguration Using Quantum Particle Swarm Optimization,,912,Artificial Intelligence and Soft Computing,978-3-030-87897-9,,10.1007/978-3-030-87897-9_34,,Conference,H,52,522,5229,"Evolutionary optimization methods have proven efficient in optimal transfer and orbit determination. This paper investigates the suitability of a Quantum Particle Swarm Optimization (QPSO) scheme for finding optimal transfer trajectories required for a fuel-efficient formation reconfiguration. It achieves this by comparing the search results for optimal transfer trajectories using QPSO, with traditional PSO. Given an initially clustered formation, a configuration, based on satellite coverage requirements, is set as the final configuration which the cluster aims to achieve, with minimal fuel consumption. Results show that QPSO had a better performance compared to traditional PSO, yielding faster convergence, higher accuracy, as well as better reliability to evade local minima by exploring a wider search spread.",2021,5/11/2022 16:12,5/13/2022 21:52,,379-389,,,,,,,Lecture Notes in Computer Science,,,,Springer International Publishing,Cham,en,,,,,Springer Link,,,,,,included,Optimization; PSO; Lambert theorem; Quantum PSO; Satellite formation reconfiguration,"Rutkowski, Leszek; Scherer, Rafał; Korytkowski, Marcin; Pedrycz, Witold; Tadeusiewicz, Ryszard; Zurada, Jacek M.",,YES,NO,NO,YES,N/A,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,N/A,NO,0.444444444,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
77GKKSBZ,journalArticle,2020,"Wang, Z.; Dong, Y.; Feng, W.; Zhao, J.",Optimization for far-distance and fuel-limited cooperative rendezvous between two coplanar spacecraft based on Lambert method,29080,,"Proceedings of the Institution of Mechanical Engineers, Part G: Journal of Aerospace Engineering",,,10.1177/0954410019900447,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078786399&doi=10.1177%2f0954410019900447&partnerID=40&md5=2011645b471493affc083906f90c706e,Journal,H,52,522,5229,,2020,5/11/2022 16:08,5/15/2022 18:52,,1301-1310,,7,234,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\VP83G3W6\Wang et al. - 2020 - Optimization for far-distance and fuel-limited coo.pdf,,included,quantum-behaved particle swarm optimization; Cooperative rendezvous; far-distance orbit maneuver; Lambert's problem; sequential quadratic programming; trajectory optimization,,,NO,N/A,NO,YES,N/A,NO,YES,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,N/A,YES,YES,YES,YES,YES,NO,N/A,NO,0.375,0.642857143,OK,OK,OK,OK,OK,OK,OK,,
WNGS4R5C,journalArticle,2020,"Yu, G.; Zhao, Y.; Cui, Z.; Zuo, Y.",A QPSO algorithm based on hierarchical weight and its application in cloud computing task scheduling,19300157037,,Computer Science and Information Systems,,,10.2298/CSIS200223033Y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100571358&doi=10.2298%2fCSIS200223033Y&partnerID=40&md5=8b8318ec52e94c55d7d587207c3deb69,Journal,J,63,631,6311,,2020,5/11/2022 15:03,5/15/2022 17:27,,189-212,,1,18,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.555555556,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
H844QZSW,conferencePaper,2021,"Ahmed, F.; Mahonen, P.",Quantum Computing for Artificial Intelligence Based Mobile Network Optimization,,706,,,,10.1109/PIMRC50174.2021.9569339,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118462944&doi=10.1109%2fPIMRC50174.2021.9569339&partnerID=40&md5=3e577ba17906ea2edbdca2ee34894462,Conference,J,61,612,6120,,2021,5/11/2022 15:25,5/15/2022 17:14,,1128-1133,,,2021-September,,,,,,,,,,,,,Scopus,,,,,,,,included,,,"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications, PIMRC",YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO,N/A,NO,0.625,0.533333333,OK,OK,OK,OK,OK,OK,OK,,
IYN26Q5G,journalArticle,2021,"Ajagekar, Akshay; You, Fengqi",Quantum computing based hybrid deep learning for fault diagnosis in electrical power systems,28801,,Applied Energy,,,10.1016/j.apenergy.2021.117628,https://app.dimensions.ai/details/publication/pub.1140572348,Journal,C,33,331,3314,"Quantum computing (QC) and deep learning have shown promise of supporting transformative advances and have recently gained popularity in a wide range of areas. This paper proposes a hybrid QC-based deep learning framework for fault diagnosis of electrical power systems that combine the feature extraction capabilities of conditional restricted Boltzmann machine with an efficient classification of deep networks. Computational challenges stemming from the complexities of such deep learning models are overcome by QC-based training methodologies that effectively leverage the complementary strengths of quantum assisted learning and classical training techniques. The proposed hybrid QC-based deep learning framework is tested on a simulated electrical power system with 30 buses and wide variations of substation and transmission line faults, to demonstrate the framework’s applicability, efficiency, and generalization capabilities. High computational efficiency is enjoyed by the proposed hybrid approach in terms of computational effort required and quality of diagnosis performance over classical training methods. In addition, superior and reliable fault diagnosis performance with faster response time is achieved over state-of-the-art pattern recognition methods based on artificial neural networks (ANN) and decision trees (DT).",2021,5/11/2022 15:39,5/15/2022 17:13,,117628,,,303,,,,,,,,,,,,,,,,,,,C:\Users\cfpgo\Zotero\storage\D8K5CDWH\Ajagekar and You - 2021 - Quantum computing based hybrid deep learning for f.pdf,,included,,,,YES,NO,NO,YES,N/A,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.555555556,0.8,OK,OK,OK,OK,OK,OK,OK,,
